date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
2023-05-29,California,State,Lambda,0.0,0.0,0.0,0.0
2023-05-29,California,State,Beta,0.0,0.0,0.0,0.0
2023-05-29,California,State,Alpha,0.0,0.0,0.0,0.0
2023-05-29,California,State,Delta,0.0,0.0,0.0,0.0
2023-05-29,California,State,Gamma,0.0,0.0,0.0,0.0
2023-05-29,California,State,Other,0.0,0.0,0.0,0.0
2023-05-29,California,State,Total,54.0,100.0,76.0,100.0
2023-05-29,California,State,Mu,0.0,0.0,0.0,0.0
2023-05-29,California,State,Omicron,54.0,100.0,76.0,100.0
2023-05-30,California,State,Lambda,0.0,0.0,0.0,0.0
2023-05-30,California,State,Total,134.0,100.0,78.57142857142,100.0
2023-05-30,California,State,Other,0.0,0.0,0.0,0.0
2023-05-30,California,State,Mu,0.0,0.0,0.0,0.0
2023-05-30,California,State,Omicron,134.0,100.0,78.57142857142,100.0
2023-05-30,California,State,Delta,0.0,0.0,0.0,0.0
2023-05-30,California,State,Beta,0.0,0.0,0.0,0.0
2023-05-30,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-05-30,California,State,Alpha,0.0,0.0,0.0,0.0
2023-05-30,California,State,Gamma,0.0,0.0,0.0,0.0
2023-05-31,California,State,Beta,0.0,0.0,0.0,0.0
2023-05-31,California,State,Mu,0.0,0.0,0.0,0.0
2023-05-31,California,State,Lambda,0.0,0.0,0.0,0.0
2023-05-31,California,State,Delta,0.0,0.0,0.0,0.0
2023-05-31,California,State,Omicron,129.0,100.0,81.57142857142,100.0
2023-05-31,California,State,Gamma,0.0,0.0,0.0,0.0
2023-05-31,California,State,Alpha,0.0,0.0,0.0,0.0
2023-05-31,California,State,Other,0.0,0.0,0.0,0.0
2023-05-31,California,State,Total,129.0,100.0,81.57142857142,100.0
2023-05-31,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-01,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-01,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-01,California,State,Other,1.0,1.03,0.14285714285,0.17094017094
2023-06-01,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-01,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-01,California,State,Omicron,96.0,98.97,83.42857142857,99.82905982906
2023-06-01,California,State,Total,97.0,100.0,83.57142857142,100.0
2023-06-01,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-01,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-01,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-02,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-02,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-02,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-02,California,State,Total,55.0,100.0,82.57142857142,100.0
2023-06-02,California,State,Omicron,54.0,98.18,82.28571428571,99.653979238754
2023-06-02,California,State,Other,1.0,1.82,0.28571428571,0.346020761246
2023-06-02,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-02,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-02,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-02,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-03,California,State,Total,37.0,100.0,78.85714285714,100.0
2023-06-03,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-03,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-03,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-03,California,State,Omicron,37.0,100.0,78.57142857142,99.63768115942
2023-06-03,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-03,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-03,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-03,California,State,Other,0.0,0.0,0.28571428571,0.36231884058
2023-06-03,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-04,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-04,California,State,Total,40.0,100.0,78.0,100.0
2023-06-04,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-04,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-04,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-04,California,State,Omicron,40.0,100.0,77.71428571428,99.6336996337
2023-06-04,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-04,California,State,Other,0.0,0.0,0.28571428571,0.3663003663
2023-06-04,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-04,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-05,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-05,California,State,Omicron,86.0,100.0,82.28571428571,99.653979238754
2023-06-05,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-05,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-05,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-05,California,State,Total,86.0,100.0,82.57142857142,100.0
2023-06-05,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-05,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-05,California,State,Other,0.0,0.0,0.28571428571,0.346020761246
2023-06-05,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-06,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-06,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-06,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-06,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-06,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-06,California,State,Total,93.0,100.0,76.71428571428,100.0
2023-06-06,California,State,Other,1.0,1.08,0.42857142857,0.558659217877
2023-06-06,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-06,California,State,Omicron,92.0,98.92,76.28571428571,99.441340782123
2023-06-06,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-07,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-07,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-07,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-07,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-07,California,State,Other,0.0,0.0,0.42857142857,0.594059405941
2023-06-07,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-07,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-07,California,State,Omicron,97.0,100.0,71.71428571428,99.405940594059
2023-06-07,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-07,California,State,Total,97.0,100.0,72.14285714285,100.0
2023-06-08,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-08,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-08,California,State,Omicron,69.0,98.57,67.85714285714,99.372384937238
2023-06-08,California,State,Total,70.0,100.0,68.28571428571,100.0
2023-06-08,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-08,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-08,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-08,California,State,Other,1.0,1.43,0.42857142857,0.627615062762
2023-06-08,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-08,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-09,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-09,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-09,California,State,Omicron,60.0,100.0,68.71428571428,99.585921325052
2023-06-09,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-09,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-09,California,State,Total,60.0,100.0,69.0,100.0
2023-06-09,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-09,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-09,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-09,California,State,Other,0.0,0.0,0.28571428571,0.414078674948
2023-06-10,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-10,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-10,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-10,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-10,California,State,Omicron,42.0,97.67,69.42857142857,99.386503067485
2023-06-10,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-10,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-10,California,State,Total,43.0,100.0,69.85714285714,100.0
2023-06-10,California,State,Other,1.0,2.33,0.42857142857,0.613496932515
2023-06-10,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-11,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-11,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-11,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-11,California,State,Other,3.0,6.25,0.85714285714,1.207243460765
2023-06-11,California,State,Omicron,45.0,93.75,70.14285714285,98.792756539235
2023-06-11,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-11,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-11,California,State,Total,48.0,100.0,71.0,100.0
2023-06-11,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-11,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-12,California,State,Omicron,83.0,98.81,69.71428571428,98.585858585859
2023-06-12,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-12,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-12,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-12,California,State,Total,84.0,100.0,70.71428571428,100.0
2023-06-12,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-12,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-12,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-12,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-12,California,State,Other,1.0,1.19,1.0,1.414141414141
2023-06-13,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-13,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-13,California,State,Omicron,85.0,98.84,68.71428571428,98.565573770492
2023-06-13,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-13,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-13,California,State,Total,86.0,100.0,69.71428571428,100.0
2023-06-13,California,State,Other,1.0,1.16,1.0,1.434426229508
2023-06-13,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-13,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-13,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-14,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-14,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-14,California,State,Total,107.0,100.0,71.14285714285,100.0
2023-06-14,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-14,California,State,Omicron,104.0,97.2,69.71428571428,97.991967871486
2023-06-14,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-14,California,State,Other,3.0,2.8,1.42857142857,2.008032128514
2023-06-14,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-14,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-14,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-15,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-15,California,State,Total,76.0,100.0,72.0,100.0
2023-06-15,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-15,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-15,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-15,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-15,California,State,Omicron,75.0,98.68,70.57142857142,98.015873015873
2023-06-15,California,State,Other,1.0,1.32,1.42857142857,1.984126984127
2023-06-15,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-15,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-16,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-16,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-16,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-16,California,State,Total,66.0,100.0,72.85714285714,100.0
2023-06-16,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-16,California,State,Omicron,66.0,100.0,71.42857142857,98.039215686275
2023-06-16,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-16,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-16,California,State,Other,0.0,0.0,1.42857142857,1.960784313725
2023-06-16,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-17,California,State,Omicron,54.0,100.0,73.14285714285,98.272552783109
2023-06-17,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-17,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-17,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-17,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-17,California,State,Other,0.0,0.0,1.28571428571,1.727447216891
2023-06-17,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-17,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-17,California,State,Total,54.0,100.0,74.42857142857,100.0
2023-06-17,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-18,California,State,Total,47.0,100.0,74.28571428571,100.0
2023-06-18,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-18,California,State,Other,0.0,0.0,0.85714285714,1.153846153846
2023-06-18,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-18,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-18,California,State,Omicron,47.0,100.0,73.42857142857,98.846153846154
2023-06-18,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-18,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-18,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-18,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-19,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-19,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-19,California,State,Other,1.0,0.88,0.85714285714,1.092896174863
2023-06-19,California,State,Omicron,112.0,99.12,77.57142857142,98.907103825137
2023-06-19,California,State,Total,113.0,100.0,78.42857142857,100.0
2023-06-19,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-19,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-19,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-19,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-19,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-20,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-20,California,State,Other,1.0,0.75,0.85714285714,1.006711409396
2023-06-20,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-20,California,State,Total,133.0,100.0,85.14285714285,100.0
2023-06-20,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-20,California,State,Omicron,132.0,99.25,84.28571428571,98.993288590604
2023-06-20,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-20,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-20,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-20,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-21,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-21,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-21,California,State,Omicron,111.0,99.11,85.28571428571,99.334442595674
2023-06-21,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-21,California,State,Total,112.0,100.0,85.85714285714,100.0
2023-06-21,California,State,Other,1.0,0.89,0.57142857142,0.665557404326
2023-06-21,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-21,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-21,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-21,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-22,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-22,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-22,California,State,Omicron,130.0,100.0,93.14285714285,99.541984732824
2023-06-22,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-22,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-22,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-22,California,State,Total,130.0,100.0,93.57142857142,100.0
2023-06-22,California,State,Other,0.0,0.0,0.42857142857,0.458015267176
2023-06-22,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-22,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-23,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-23,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-23,California,State,Total,111.0,100.0,100.0,100.0
2023-06-23,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-23,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-23,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-23,California,State,Omicron,111.0,100.0,99.57142857142,99.571428571429
2023-06-23,California,State,Other,0.0,0.0,0.42857142857,0.428571428571
2023-06-23,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-23,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-24,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-24,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-24,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-24,California,State,Other,0.0,0.0,0.42857142857,0.426742532006
2023-06-24,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-24,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-24,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-24,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-24,California,State,Total,57.0,100.0,100.42857142857,100.0
2023-06-24,California,State,Omicron,57.0,100.0,100.0,99.573257467994
2023-06-25,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-25,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-25,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-25,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-25,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-25,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-25,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-25,California,State,Total,67.0,100.0,103.28571428571,100.0
2023-06-25,California,State,Other,1.0,1.49,0.57142857142,0.553250345781
2023-06-25,California,State,Omicron,66.0,98.51,102.71428571428,99.446749654219
2023-06-26,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-26,California,State,Total,183.0,100.0,113.28571428571,100.0
2023-06-26,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-26,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-26,California,State,Omicron,182.0,99.45,112.71428571428,99.495586380832
2023-06-26,California,State,Other,1.0,0.55,0.57142857142,0.504413619168
2023-06-26,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-26,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-26,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-26,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-27,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-27,California,State,Omicron,148.0,98.67,115.0,99.382716049383
2023-06-27,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-27,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-27,California,State,Total,150.0,100.0,115.71428571428,100.0
2023-06-27,California,State,Other,2.0,1.33,0.71428571428,0.617283950617
2023-06-27,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-27,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-27,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-27,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-28,California,State,Other,0.0,0.0,0.57142857142,0.482509047045
2023-06-28,California,State,Total,131.0,100.0,118.42857142857,100.0
2023-06-28,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-28,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-28,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-28,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-28,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-28,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-28,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-28,California,State,Omicron,131.0,100.0,117.85714285714,99.517490952955
2023-06-29,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-29,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-29,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-29,California,State,Total,115.0,100.0,116.28571428571,100.0
2023-06-29,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-29,California,State,Other,0.0,0.0,0.57142857142,0.4914004914
2023-06-29,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-29,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-29,California,State,Omicron,115.0,100.0,115.71428571428,99.5085995086
2023-06-29,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-30,California,State,Alpha,0.0,0.0,0.0,0.0
2023-06-30,California,State,Gamma,0.0,0.0,0.0,0.0
2023-06-30,California,State,Delta,0.0,0.0,0.0,0.0
2023-06-30,California,State,Beta,0.0,0.0,0.0,0.0
2023-06-30,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-06-30,California,State,Mu,0.0,0.0,0.0,0.0
2023-06-30,California,State,Other,0.0,0.0,0.57142857142,0.506329113924
2023-06-30,California,State,Total,87.0,100.0,112.85714285714,100.0
2023-06-30,California,State,Lambda,0.0,0.0,0.0,0.0
2023-06-30,California,State,Omicron,87.0,100.0,112.28571428571,99.493670886076
2023-07-01,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-07-01,California,State,Delta,0.0,0.0,0.0,0.0
2023-07-01,California,State,Lambda,0.0,0.0,0.0,0.0
2023-07-01,California,State,Alpha,0.0,0.0,0.0,0.0
2023-07-01,California,State,Gamma,0.0,0.0,0.0,0.0
2023-07-01,California,State,Omicron,55.0,98.21,112.0,99.36628643853
2023-07-01,California,State,Beta,0.0,0.0,0.0,0.0
2023-07-01,California,State,Total,56.0,100.0,112.71428571428,100.0
2023-07-01,California,State,Other,1.0,1.79,0.71428571428,0.63371356147
2023-07-01,California,State,Mu,0.0,0.0,0.0,0.0
2023-07-02,California,State,Mu,0.0,0.0,0.0,0.0
2023-07-02,California,State,Gamma,0.0,0.0,0.0,0.0
2023-07-02,California,State,Lambda,0.0,0.0,0.0,0.0
2023-07-02,California,State,Delta,0.0,0.0,0.0,0.0
2023-07-02,California,State,Total,56.0,100.0,111.14285714285,100.0
2023-07-02,California,State,Omicron,55.0,98.21,110.42857142857,99.357326478149
2023-07-02,California,State,Alpha,0.0,0.0,0.0,0.0
2023-07-02,California,State,Beta,0.0,0.0,0.0,0.0
2023-07-02,California,State,Other,1.0,1.79,0.71428571428,0.642673521851
2023-07-02,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-07-03,California,State,Delta,0.0,0.0,0.0,0.0
2023-07-03,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-07-03,California,State,Lambda,0.0,0.0,0.0,0.0
2023-07-03,California,State,Alpha,0.0,0.0,0.0,0.0
2023-07-03,California,State,Total,119.0,100.0,102.0,100.0
2023-07-03,California,State,Mu,0.0,0.0,0.0,0.0
2023-07-03,California,State,Beta,0.0,0.0,0.0,0.0
2023-07-03,California,State,Other,2.0,1.68,0.85714285714,0.840336134454
2023-07-03,California,State,Gamma,0.0,0.0,0.0,0.0
2023-07-03,California,State,Omicron,117.0,98.32,101.14285714285,99.159663865546
2023-07-04,California,State,Delta,0.0,0.0,0.0,0.0
2023-07-04,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-07-04,California,State,Lambda,0.0,0.0,0.0,0.0
2023-07-04,California,State,Other,0.0,0.0,0.57142857142,0.625978090767
2023-07-04,California,State,Beta,0.0,0.0,0.0,0.0
2023-07-04,California,State,Alpha,0.0,0.0,0.0,0.0
2023-07-04,California,State,Gamma,0.0,0.0,0.0,0.0
2023-07-04,California,State,Total,75.0,100.0,91.28571428571,100.0
2023-07-04,California,State,Mu,0.0,0.0,0.0,0.0
2023-07-04,California,State,Omicron,75.0,100.0,90.71428571428,99.374021909233
2023-07-05,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-07-05,California,State,Gamma,0.0,0.0,0.0,0.0
2023-07-05,California,State,Omicron,1220.0,99.59,246.28571428571,99.480669359492
2023-07-05,California,State,Alpha,0.0,0.0,0.0,0.0
2023-07-05,California,State,Mu,0.0,0.0,0.0,0.0
2023-07-05,California,State,Other,5.0,0.41,1.28571428571,0.519330640508
2023-07-05,California,State,Lambda,0.0,0.0,0.0,0.0
2023-07-05,California,State,Beta,0.0,0.0,0.0,0.0
2023-07-05,California,State,Delta,0.0,0.0,0.0,0.0
2023-07-05,California,State,Total,1225.0,100.0,247.57142857142,100.0
2023-07-06,California,State,Alpha,0.0,0.0,0.0,0.0
2023-07-06,California,State,Lambda,0.0,0.0,0.0,0.0
2023-07-06,California,State,Gamma,0.0,0.0,0.0,0.0
2023-07-06,California,State,Beta,0.0,0.0,0.0,0.0
2023-07-06,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-07-06,California,State,Other,1.0,0.55,1.42857142857,0.555555555556
2023-07-06,California,State,Mu,0.0,0.0,0.0,0.0
2023-07-06,California,State,Total,182.0,100.0,257.14285714285,100.0
2023-07-06,California,State,Omicron,181.0,99.45,255.71428571428,99.444444444444
2023-07-06,California,State,Delta,0.0,0.0,0.0,0.0
2023-07-07,California,State,Omicron,143.0,99.31,263.71428571428,99.407646742057
2023-07-07,California,State,Lambda,0.0,0.0,0.0,0.0
2023-07-07,California,State,Beta,0.0,0.0,0.0,0.0
2023-07-07,California,State,Other,1.0,0.69,1.57142857142,0.592353257943
2023-07-07,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-07-07,California,State,Mu,0.0,0.0,0.0,0.0
2023-07-07,California,State,Alpha,0.0,0.0,0.0,0.0
2023-07-07,California,State,Delta,0.0,0.0,0.0,0.0
2023-07-07,California,State,Gamma,0.0,0.0,0.0,0.0
2023-07-07,California,State,Total,144.0,100.0,265.28571428571,100.0
2023-07-08,California,State,Delta,0.0,0.0,0.0,0.0
2023-07-08,California,State,Lambda,0.0,0.0,0.0,0.0
2023-07-08,California,State,Beta,0.0,0.0,0.0,0.0
2023-07-08,California,State,Mu,0.0,0.0,0.0,0.0
2023-07-08,California,State,Gamma,0.0,0.0,0.0,0.0
2023-07-08,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-07-08,California,State,Alpha,0.0,0.0,0.0,0.0
2023-07-08,California,State,Other,0.0,0.0,1.42857142857,0.526315789474
2023-07-08,California,State,Total,99.0,100.0,271.42857142857,100.0
2023-07-08,California,State,Omicron,99.0,100.0,270.0,99.473684210526
2023-07-09,California,State,Gamma,0.0,0.0,0.0,0.0
2023-07-09,California,State,Delta,0.0,0.0,0.0,0.0
2023-07-09,California,State,Total,88.0,100.0,276.0,100.0
2023-07-09,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-07-09,California,State,Mu,0.0,0.0,0.0,0.0
2023-07-09,California,State,Alpha,0.0,0.0,0.0,0.0
2023-07-09,California,State,Beta,0.0,0.0,0.0,0.0
2023-07-09,California,State,Other,1.0,1.14,1.42857142857,0.517598343685
2023-07-09,California,State,Omicron,87.0,98.86,274.57142857142,99.482401656315
2023-07-09,California,State,Lambda,0.0,0.0,0.0,0.0
2023-07-10,California,State,Epsilon,0.0,0.0,0.0,0.0
2023-07-10,California,State,Beta,0.0,0.0,0.0,0.0
2023-07-10,California,State,Mu,0.0,0.0,0.0,0.0
2023-07-10,California,State,Gamma,0.0,0.0,0.0,0.0
2023-07-10,California,State,Alpha,0.0,0.0,0.0,0.0
2023-07-10,California,State,Other,4.0,1.43,1.71428571428,0.57361376673
2023-07-10,California,State,Omicron,275.0,98.57,297.14285714285,99.42638623327
