date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
2021-12-23,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-23,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-23,California,State,Other,8.0,0.19,4.0,0.125268432355
2021-12-23,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-23,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-23,California,State,Total,4255.0,100.0,3193.14285714285,100.0
2021-12-24,California,State,Total,1075.0,100.0,3035.71428571428,100.0
2021-12-24,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-24,California,State,Delta,159.0,14.79,610.28571428571,20.103529411765
2021-12-24,California,State,Other,2.0,0.19,4.28571428571,0.141176470588
2021-12-24,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-24,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-24,California,State,Omicron,914.0,85.02,2421.14285714285,79.755294117647
2021-12-24,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-24,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-24,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-25,California,State,Total,362.0,100.0,2824.0,100.0
2021-12-25,California,State,Omicron,311.0,85.91,2308.42857142857,81.743221367867
2021-12-25,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-25,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-25,California,State,Delta,51.0,14.09,511.57142857142,18.115135572643
2021-12-25,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-25,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-25,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-25,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-25,California,State,Other,0.0,0.0,4.0,0.14164305949
2021-12-26,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-26,California,State,Delta,185.0,9.6,491.85714285714,16.604774535809
2021-12-26,California,State,Total,1927.0,100.0,2962.14285714285,100.0
2021-12-26,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-26,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-26,California,State,Other,4.0,0.21,4.42857142857,0.149505666747
2021-12-26,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-26,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-26,California,State,Omicron,1738.0,90.19,2465.85714285714,83.245719797444
2021-12-26,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-27,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-27,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-27,California,State,Other,19.0,0.38,7.0,0.213647264007
2021-12-27,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-27,California,State,Omicron,4582.0,91.09,2831.85714285714,86.431218661434
2021-12-27,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-27,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-27,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-27,California,State,Delta,429.0,8.53,437.57142857142,13.355134074559
2021-12-27,California,State,Total,5030.0,100.0,3276.42857142857,100.0
2021-12-28,California,State,Total,2786.0,100.0,3030.14285714285,100.0
2021-12-28,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-28,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-28,California,State,Delta,178.0,6.39,332.14285714285,10.96129366838
2021-12-28,California,State,Other,13.0,0.47,7.14285714285,0.235726745557
2021-12-28,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-28,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-28,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-28,California,State,Omicron,2595.0,93.14,2690.85714285714,88.802979586064
2021-12-28,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-29,California,State,Delta,130.0,6.39,233.14285714285,9.34226343809
2021-12-29,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-29,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-29,California,State,Other,12.0,0.59,8.28571428571,0.332016715324
2021-12-29,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-29,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-29,California,State,Omicron,1892.0,93.02,2254.14285714285,90.325719846585
2021-12-29,California,State,Total,2034.0,100.0,2495.57142857142,100.0
2021-12-29,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-29,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-30,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-30,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-30,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-30,California,State,Other,10.0,0.37,8.57142857142,0.377643504532
2021-12-30,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-30,California,State,Omicron,2546.0,95.21,2082.57142857142,91.754783484391
2021-12-30,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-30,California,State,Delta,118.0,4.41,178.57142857142,7.867573011078
2021-12-30,California,State,Total,2674.0,100.0,2269.71428571428,100.0
2021-12-30,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-31,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-12-31,California,State,Total,1289.0,100.0,2300.28571428571,100.0
2021-12-31,California,State,Mu,0.0,0.0,0.0,0.0
2021-12-31,California,State,Omicron,1233.0,95.66,2128.14285714285,92.516457582909
2021-12-31,California,State,Other,0.0,0.0,8.28571428571,0.360203701404
2021-12-31,California,State,Lambda,0.0,0.0,0.0,0.0
2021-12-31,California,State,Alpha,0.0,0.0,0.0,0.0
2021-12-31,California,State,Gamma,0.0,0.0,0.0,0.0
2021-12-31,California,State,Beta,0.0,0.0,0.0,0.0
2021-12-31,California,State,Delta,56.0,4.34,163.85714285714,7.123338715687
2022-01-01,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-01,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-01,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-01,California,State,Omicron,558.0,93.47,2163.42857142857,92.697557691131
2022-01-01,California,State,Delta,37.0,6.2,161.85714285714,6.935177817225
2022-01-01,California,State,Other,2.0,0.34,8.57142857142,0.367264491645
2022-01-01,California,State,Total,597.0,100.0,2333.85714285714,100.0
2022-01-01,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-01,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-01,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-02,California,State,Delta,42.0,2.33,141.42857142857,6.105834464043
2022-01-02,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-02,California,State,Omicron,1759.0,97.51,2166.42857142857,93.530282471938
2022-01-02,California,State,Total,1804.0,100.0,2316.28571428571,100.0
2022-01-02,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-02,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-02,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-02,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-02,California,State,Other,3.0,0.17,8.42857142857,0.363883064019
2022-01-02,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-03,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-03,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-03,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-03,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-03,California,State,Delta,130.0,3.12,98.71428571428,4.501335417888
2022-01-03,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-03,California,State,Omicron,4034.0,96.81,2088.14285714285,95.218552537294
2022-01-03,California,State,Other,3.0,0.07,6.14285714285,0.280112044818
2022-01-03,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-03,California,State,Total,4167.0,100.0,2193.0,100.0
2022-01-04,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-04,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-04,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-04,California,State,Delta,83.0,1.93,85.14285714285,3.533108068054
2022-01-04,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-04,California,State,Other,1.0,0.02,4.42857142857,0.183769043808
2022-01-04,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-04,California,State,Omicron,4220.0,98.05,2320.28571428571,96.283122888138
2022-01-04,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-04,California,State,Total,4304.0,100.0,2409.85714285714,100.0
2022-01-05,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-05,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-05,California,State,Total,1738.0,100.0,2367.57142857142,100.0
2022-01-05,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-05,California,State,Other,1.0,0.06,2.85714285714,0.120678211549
2022-01-05,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-05,California,State,Omicron,1686.0,97.01,2290.85714285714,96.759790019912
2022-01-05,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-05,California,State,Delta,51.0,2.93,73.85714285714,3.119531768539
2022-01-05,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-06,California,State,Other,2.0,0.06,1.71428571428,0.070122129375
2022-01-06,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-06,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-06,California,State,Total,3214.0,100.0,2444.71428571428,100.0
2022-01-06,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-06,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-06,California,State,Omicron,3154.0,98.13,2377.71428571428,97.259393443581
2022-01-06,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-06,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-06,California,State,Delta,58.0,1.8,65.28571428571,2.670484427044
2022-01-07,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-07,California,State,Delta,39.0,2.08,62.85714285714,2.486578129415
2022-01-07,California,State,Total,1871.0,100.0,2527.85714285714,100.0
2022-01-07,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-07,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-07,California,State,Other,1.0,0.05,1.85714285714,0.073467081096
2022-01-07,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-07,California,State,Omicron,1831.0,97.86,2463.14285714285,97.439954789489
2022-01-07,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-07,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-08,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-08,California,State,Delta,24.0,3.24,61.0,2.393631930041
2022-01-08,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-08,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-08,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-08,California,State,Total,741.0,100.0,2548.42857142857,100.0
2022-01-08,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-08,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-08,California,State,Omicron,715.0,96.49,2485.57142857142,97.533494029934
2022-01-08,California,State,Other,2.0,0.27,1.85714285714,0.072874040025
2022-01-09,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-09,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-09,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-09,California,State,Other,0.0,0.0,1.42857142857,0.059769290539
2022-01-09,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-09,California,State,Omicron,684.0,98.28,2332.0,97.567389875082
2022-01-09,California,State,Delta,12.0,1.72,56.71428571428,2.372840834379
2022-01-09,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-09,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-09,California,State,Total,696.0,100.0,2390.14285714285,100.0
2022-01-10,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-10,California,State,Omicron,1555.0,98.36,1977.85714285714,97.879109225875
2022-01-10,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-10,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-10,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-10,California,State,Other,1.0,0.06,1.14285714285,0.05655708731
2022-01-10,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-10,California,State,Delta,25.0,1.58,41.71428571428,2.064333686815
2022-01-10,California,State,Total,1581.0,100.0,2020.71428571428,100.0
2022-01-10,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-11,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-11,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-11,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-11,California,State,Delta,14.0,1.06,31.85714285714,1.997491938373
2022-01-11,California,State,Total,1323.0,100.0,1594.85714285714,100.0
2022-01-11,California,State,Omicron,1309.0,98.94,1562.0,97.93980652096
2022-01-11,California,State,Other,0.0,0.0,1.0,0.062701540666
2022-01-11,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-11,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-11,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-12,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-12,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-12,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-12,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-12,California,State,Other,0.0,0.0,0.85714285714,0.055055973573
2022-01-12,California,State,Omicron,1451.0,98.57,1528.42857142857,98.173976876491
2022-01-12,California,State,Total,1472.0,100.0,1556.85714285714,100.0
2022-01-12,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-12,California,State,Delta,21.0,1.43,27.57142857142,1.770967149936
2022-01-12,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-13,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-13,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-13,California,State,Total,1245.0,100.0,1275.57142857142,100.0
2022-01-13,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-13,California,State,Delta,16.0,1.29,21.57142857142,1.691118826296
2022-01-13,California,State,Other,0.0,0.0,0.57142857142,0.044797849703
2022-01-13,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-13,California,State,Omicron,1229.0,98.71,1253.42857142857,98.264083324
2022-01-13,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-13,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-14,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-14,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-14,California,State,Total,1569.0,100.0,1232.42857142857,100.0
2022-01-14,California,State,Omicron,1554.0,99.04,1213.85714285714,98.493103048568
2022-01-14,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-14,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-14,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-14,California,State,Delta,14.0,0.89,18.0,1.460530891388
2022-01-14,California,State,Other,1.0,0.06,0.57142857142,0.046366060044
2022-01-14,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-15,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-15,California,State,Delta,14.0,1.05,16.57142857142,1.257452574526
2022-01-15,California,State,Omicron,1325.0,98.95,1301.0,98.720867208672
2022-01-15,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-15,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-15,California,State,Other,0.0,0.0,0.28571428571,0.021680216802
2022-01-15,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-15,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-15,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-15,California,State,Total,1339.0,100.0,1317.85714285714,100.0
2022-01-16,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-16,California,State,Total,1341.0,100.0,1410.0,100.0
2022-01-16,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-16,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-16,California,State,Omicron,1334.0,99.48,1393.85714285714,98.855116514691
2022-01-16,California,State,Delta,7.0,0.52,15.85714285714,1.12462006079
2022-01-16,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-16,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-16,California,State,Other,0.0,0.0,0.28571428571,0.020263424519
2022-01-16,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-17,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-17,California,State,Omicron,2584.0,99.35,1540.85714285714,99.044995408632
2022-01-17,California,State,Other,0.0,0.0,0.14285714285,0.009182736455
2022-01-17,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-17,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-17,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-17,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-17,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-17,California,State,Delta,17.0,0.65,14.71428571428,0.945821854913
2022-01-17,California,State,Total,2601.0,100.0,1555.71428571428,100.0
2022-01-18,California,State,Delta,15.0,0.76,14.85714285714,0.901916572717
2022-01-18,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-18,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-18,California,State,Other,1.0,0.05,0.28571428571,0.017344549475
2022-01-18,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-18,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-18,California,State,Total,1964.0,100.0,1647.28571428571,100.0
2022-01-18,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-18,California,State,Omicron,1948.0,99.19,1632.14285714285,99.080738877808
2022-01-18,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-19,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-19,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-19,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-19,California,State,Delta,3.0,0.22,12.28571428571,0.753262678462
2022-01-19,California,State,Total,1358.0,100.0,1631.0,100.0
2022-01-19,California,State,Other,0.0,0.0,0.28571428571,0.017517736708
2022-01-19,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-19,California,State,Omicron,1355.0,99.78,1618.42857142857,99.22921958483
2022-01-19,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-19,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-20,California,State,Other,0.0,0.0,0.28571428571,0.017699115044
2022-01-20,California,State,Delta,13.0,1.15,11.85714285714,0.734513274336
2022-01-20,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-20,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-20,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-20,California,State,Total,1128.0,100.0,1614.28571428571,100.0
2022-01-20,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-20,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-20,California,State,Omicron,1115.0,98.85,1602.14285714285,99.247787610619
2022-01-20,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-21,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-21,California,State,Delta,3.0,0.25,10.28571428571,0.658376005852
2022-01-21,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-21,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-21,California,State,Omicron,1202.0,99.75,1551.85714285714,99.332479882955
2022-01-21,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-21,California,State,Other,0.0,0.0,0.14285714285,0.009144111192
2022-01-21,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-21,California,State,Total,1205.0,100.0,1562.28571428571,100.0
2022-01-21,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-22,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-22,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-22,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-22,California,State,Other,0.0,0.0,0.14285714285,0.009089256499
2022-01-22,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-22,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-22,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-22,California,State,Total,1405.0,100.0,1571.71428571428,100.0
2022-01-22,California,State,Delta,6.0,0.43,9.14285714285,0.581712415924
2022-01-22,California,State,Omicron,1399.0,99.57,1562.42857142857,99.409198327577
2022-01-23,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-23,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-23,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-23,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-23,California,State,Delta,3.0,0.42,8.57142857142,0.578257517348
2022-01-23,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-23,California,State,Omicron,712.0,99.58,1473.57142857142,99.412104857363
2022-01-23,California,State,Total,715.0,100.0,1482.28571428571,100.0
2022-01-23,California,State,Other,0.0,0.0,0.14285714285,0.009637625289
2022-01-23,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-24,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-24,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-24,California,State,Total,1990.0,100.0,1395.0,100.0
2022-01-24,California,State,Delta,5.0,0.25,6.85714285714,0.491551459293
2022-01-24,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-24,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-24,California,State,Other,0.0,0.0,0.14285714285,0.010240655402
2022-01-24,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-24,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-24,California,State,Omicron,1985.0,99.75,1388.0,99.498207885305
2022-01-25,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-25,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-25,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-25,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-25,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-25,California,State,Delta,8.0,0.44,5.85714285714,0.426994376172
2022-01-25,California,State,Total,1801.0,100.0,1371.71428571428,100.0
2022-01-25,California,State,Omicron,1793.0,99.56,1365.85714285714,99.573005623828
2022-01-25,California,State,Other,0.0,0.0,0.0,0.0
2022-01-25,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-26,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-26,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-26,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-26,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-26,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-26,California,State,Delta,4.0,0.38,6.0,0.451127819549
2022-01-26,California,State,Other,0.0,0.0,0.0,0.0
2022-01-26,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-26,California,State,Total,1066.0,100.0,1330.0,100.0
2022-01-26,California,State,Omicron,1062.0,99.62,1324.0,99.548872180451
2022-01-27,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-27,California,State,Other,1.0,0.08,0.14285714285,0.010602205259
2022-01-27,California,State,Omicron,1247.0,99.76,1342.85714285714,99.660729431722
2022-01-27,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-27,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-27,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-27,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-27,California,State,Delta,2.0,0.16,4.42857142857,0.32866836302
2022-01-27,California,State,Total,1250.0,100.0,1347.42857142857,100.0
2022-01-27,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-28,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-28,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-28,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-28,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-28,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-28,California,State,Other,1.0,0.08,0.28571428571,0.021134946634
2022-01-28,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-28,California,State,Omicron,1234.0,99.84,1347.42857142857,99.672408327169
2022-01-28,California,State,Total,1236.0,100.0,1351.85714285714,100.0
2022-01-28,California,State,Delta,1.0,0.08,4.14285714285,0.306456726197
2022-01-29,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-29,California,State,Other,0.0,0.0,0.28571428571,0.019477989871
2022-01-29,California,State,Delta,7.0,0.32,4.28571428571,0.292169848072
2022-01-29,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-29,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-29,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-29,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-29,California,State,Omicron,2203.0,99.68,1462.28571428571,99.688352162057
2022-01-29,California,State,Total,2210.0,100.0,1466.85714285714,100.0
2022-01-29,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-30,California,State,Omicron,1854.0,99.78,1625.42857142857,99.710805363246
2022-01-30,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-30,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-30,California,State,Total,1858.0,100.0,1630.14285714285,100.0
2022-01-30,California,State,Delta,3.0,0.16,4.28571428571,0.262904215231
2022-01-30,California,State,Other,1.0,0.05,0.42857142857,0.026290421523
2022-01-30,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-30,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-30,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-30,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-31,California,State,Mu,0.0,0.0,0.0,0.0
2022-01-31,California,State,Total,4826.0,100.0,2035.28571428571,100.0
2022-01-31,California,State,Beta,0.0,0.0,0.0,0.0
2022-01-31,California,State,Omicron,4821.0,99.9,2030.57142857142,99.768372288903
2022-01-31,California,State,Gamma,0.0,0.0,0.0,0.0
2022-01-31,California,State,Alpha,0.0,0.0,0.0,0.0
2022-01-31,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-01-31,California,State,Other,0.0,0.0,0.42857142857,0.021057064645
2022-01-31,California,State,Lambda,0.0,0.0,0.0,0.0
2022-01-31,California,State,Delta,5.0,0.1,4.28571428571,0.210570646452
2022-02-01,California,State,Total,4146.0,100.0,2370.28571428571,100.0
2022-02-01,California,State,Lambda,0.0,0.0,0.0,0.0
2022-02-01,California,State,Gamma,0.0,0.0,0.0,0.0
2022-02-01,California,State,Mu,0.0,0.0,0.0,0.0
2022-02-01,California,State,Other,3.0,0.07,0.85714285714,0.036162005786
2022-02-01,California,State,Beta,0.0,0.0,0.0,0.0
2022-02-01,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-02-01,California,State,Omicron,4138.0,99.81,2365.57142857142,99.801108968177
2022-02-01,California,State,Alpha,0.0,0.0,0.0,0.0
2022-02-01,California,State,Delta,5.0,0.12,3.85714285714,0.162729026037
2022-02-02,California,State,Other,0.0,0.0,0.85714285714,0.031509295242
2022-02-02,California,State,Total,3516.0,100.0,2720.28571428571,100.0
2022-02-02,California,State,Epsilon,0.0,0.0,0.0,0.0
2022-02-02,California,State,Beta,0.0,0.0,0.0,0.0
2022-02-02,California,State,Omicron,3515.0,99.97,2716.0,99.84245352379
2022-02-02,California,State,Gamma,0.0,0.0,0.0,0.0
2022-02-02,California,State,Delta,1.0,0.03,3.42857142857,0.126037180968
2022-02-02,California,State,Lambda,0.0,0.0,0.0,0.0
